Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date Parsed,Ship Date Parsed
10/30/2015,11/1/2015,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,2015-10-30,2015-11-01
8/17/2017,8/19/2017,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,2017-08-17,2017-08-19
8/17/2017,8/19/2017,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524,2017-08-17,2017-08-19
10/3/2015,10/9/2015,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,2015-10-03,2015-10-09
7/8/2016,7/10/2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,2016-07-08,2016-07-10
7/8/2016,7/10/2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,2016-07-08,2016-07-10
12/5/2017,12/7/2017,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.823,2017-12-05,2017-12-07
3/9/2017,3/13/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0.0,69.993,2017-03-09,2017-03-13
6/9/2016,6/15/2016,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,2016-06-09,2016-06-15
11/28/2017,12/1/2017,First Class,RH-19495,Rick Hansen,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,2017-11-28,2017-12-01
3/16/2017,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,Xerox 214,6.48,1,0.0,3.1104,2017-03-16,2017-03-18
3/16/2017,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0.0,1.8604,2017-03-16,2017-03-18
3/16/2017,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,2017-03-16,2017-03-18
11/27/2016,11/29/2016,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,2016-11-27,2016-11-29
8/6/2017,8/10/2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.3184,2017-08-06,2017-08-10
8/6/2017,8/10/2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0.0,7.392,2017-08-06,2017-08-10
11/27/2017,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0.0,114.9385,2017-11-27,2017-12-03
11/27/2017,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0.0,59.8176,2017-11-27,2017-12-03
5/25/2015,5/27/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,2015-05-25,2015-05-27
7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,2016-07-08,2016-07-12
7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,2016-07-08,2016-07-12
7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,2016-07-08,2016-07-12
7/8/2016,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,2016-07-08,2016-07-12
8/29/2017,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,2017-08-29,2017-09-01
8/29/2017,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,2017-08-29,2017-09-01
8/29/2017,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184,2017-08-29,2017-09-01
6/20/2016,6/26/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,2016-06-20,2016-06-26
6/20/2016,6/26/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,2016-06-20,2016-06-26
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,Newell 324,23.1,2,0.0,6.468,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0.0,3.462,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0.0,3.7642,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.4113,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Office Supplies,Labels,Avery 518,18.9,6,0.0,9.072,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.214,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0.0,40.3128,2017-09-02,2017-09-06
9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,Xerox 1962,17.12,4,0.0,7.704,2017-09-02,2017-09-06
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,3M Organizer Strips,16.2,3,0.0,7.776,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0.0,14.6157,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0.0,53.433,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0.0,6.768,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0.0,6.5808,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,Xerox 1970,24.9,5,0.0,11.703,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0.0,17.1774,2017-09-10,2017-09-15
9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0.0,7.254,2017-09-10,2017-09-15
12/21/2017,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,Technology,Phones,Jabra SPEAK 410,281.97,3,0.0,78.9516,2017-12-21,2017-12-28
12/21/2017,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0.0,20.155,2017-12-21,2017-12-28
12/21/2017,12/28/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,2017-12-21,2017-12-28
9/23/2017,9/29/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,0.0,102.186,2017-09-23,2017-09-29
5/6/2017,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408,2017-05-06,2017-05-11
5/6/2017,5/11/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,2017-05-06,2017-05-11
12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,2014-12-14,2014-12-19
12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,2014-12-14,2014-12-19
12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885,2014-12-14,2014-12-19
10/18/2014,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0.0,11.0388,2014-10-18,2014-10-20
10/18/2014,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,0.0,362.687,2014-10-18,2014-10-20
10/18/2014,10/20/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0.0,70.9644,2014-10-18,2014-10-20
5/8/2015,5/12/2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,2015-05-08,2015-05-12
4/14/2016,4/14/2016,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228,2016-04-14,2016-04-14
4/14/2016,4/14/2016,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,0.2,4.2976,2016-04-14,2016-04-14
12/14/2015,12/16/2015,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,3-ring staple pack,3.76,2,0.0,1.8048,2015-12-14,2015-12-16
12/3/2014,12/9/2014,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0.0,134.3888,2014-12-03,2014-12-09
11/25/2014,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0.0,93.0552,2014-11-25,2014-11-27
11/25/2014,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072,2014-11-25,2014-11-27
11/25/2014,11/27/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,0.0,12.3096,2014-11-25,2014-11-27
7/25/2016,7/27/2016,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968,2016-07-25,2016-07-27
11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,Binder Posts,17.22,3,0.0,7.9212,2015-11-09,2015-11-13
11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.1198,2015-11-09,2015-11-13
11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,0.0,12.3234,2015-11-09,2015-11-13
11/9/2015,11/13/2015,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,Xerox 1978,17.34,3,0.0,8.4966,2015-11-09,2015-11-13
2/24/2017,2/28/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996,2017-02-24,2017-02-28
6/25/2017,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,0.2,26.64,2017-06-25,2017-07-02
6/25/2017,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,0.2,0.7348,2017-06-25,2017-07-02
6/25/2017,7/2/2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,0.2,-2.1195,2017-06-25,2017-07-02
12/2/2017,12/4/2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,0.8,-766.012,2017-12-02,2017-12-04
12/2/2017,12/4/2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196,2017-12-02,2017-12-04
2/6/2014,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,2014-02-06,2014-02-09
2/6/2014,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0.0,42.0186,2014-02-06,2014-02-09
2/6/2014,2/9/2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,AT&T CL82213,144.95,5,0.0,42.0355,2014-02-06,2014-02-09
4/11/2017,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0.0,21.9945,2017-04-11,2017-04-18
4/11/2017,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0.0,14.2324,2017-04-11,2017-04-18
12/25/2017,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594,2017-12-25,2017-12-28
12/25/2017,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125,2017-12-25,2017-12-28
4/11/2017,4/18/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046,2017-04-11,2017-04-18
12/31/2014,1/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0.0,11.5752,2014-12-31,2015-01-04
12/31/2014,1/4/2015,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0.0,16.1602,2014-12-31,2015-01-04
8/3/2017,8/4/2017,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744,2017-08-03,2017-08-04
11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752,2014-11-15,2014-11-21
11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2,0.2,29.1424,2014-11-15,2014-11-21
11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,4,0.2,7.78,2014-11-15,2014-11-21
12/11/2015,12/11/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,0.2,35.9964,2015-12-11,2015-12-11
12/11/2015,12/11/2015,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344,2015-12-11,2015-12-11
9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352,2016-09-18,2016-09-23
9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,2016-09-18,2016-09-23
9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0.0,117.0104,2016-09-18,2016-09-23
3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684,2015-03-19,2015-03-23
3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,2015-03-19,2015-03-23
3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0.0,8.6736,2015-03-19,2015-03-23
3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.0,19.6686,2015-03-19,2015-03-23
9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0.0,481.869,2016-09-19,2016-09-21
9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0.0,7.668,2016-09-19,2016-09-21
9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,JM Magazine Binder,49.53,3,0.0,23.7744,2016-09-19,2016-09-21
9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,2016-09-19,2016-09-21
8/20/2017,8/22/2017,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714,2017-08-20,2017-08-22
3/13/2015,3/15/2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,2015-03-13,2015-03-15
9/8/2016,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,2016-09-08,2016-09-10
9/8/2016,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,2016-09-08,2016-09-10
11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3,0.0,6.9231,2015-11-26,2015-11-30
11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5,0.0,25.176,2015-11-26,2015-11-30
11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0.0,30.52,2015-11-26,2015-11-30
11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0.0,5.1465,2015-11-26,2015-11-30
12/9/2016,12/13/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872,2016-12-09,2016-12-13
12/9/2016,12/13/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162,2016-12-09,2016-12-13
9/25/2017,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2,0.0,3.8822,2017-09-25,2017-09-29
9/25/2017,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,0.0,51.2943,2017-09-25,2017-09-29
